"symbol","date","close","high","low","open","row_key","symbol_timestamp","time","timestamp","volume"
"INTC2025-11-17_17-01-56.csv","2025-10-27","275.93","281.61","275.39","278.75","2025-10-27_8","INTC2025-11-17_17-01-56.csv_INTC2025-11-17_17-01-56","","INTC2025-11-17_17-01-56","6964092"
"INTC2025-11-17_17-01-56.csv","2025-10-28","283.25","285.68","277.37","282.31","2025-10-28_9","INTC2025-11-17_17-01-56.csv_INTC2025-11-17_17-01-56","","INTC2025-11-17_17-01-56","9783776"
"INTC2025-11-17_17-01-56.csv","2025-10-29","284.14","292.31","278.98","287.7","2025-10-29_10","INTC2025-11-17_17-01-56.csv_INTC2025-11-17_17-01-56","","INTC2025-11-17_17-01-56","9834352"
"INTC2025-11-17_17-01-56.csv","2025-10-30","292.7","294.18","289.28","292.41","2025-10-30_11","INTC2025-11-17_17-01-56.csv_INTC2025-11-17_17-01-56","","INTC2025-11-17_17-01-56","2440855"
"INTC2025-11-17_17-01-56.csv","2025-10-31","296.86","305.94","290.96","302.8","2025-10-31_12","INTC2025-11-17_17-01-56.csv_INTC2025-11-17_17-01-56","","INTC2025-11-17_17-01-56","5735437"
"INTC2025-11-17_17-01-56.csv","2025-11-01","308.32","313.09","301.62","305.58","2025-11-01_13","INTC2025-11-17_17-01-56.csv_INTC2025-11-17_17-01-56","","INTC2025-11-17_17-01-56","1979324"
"INTC2025-11-17_17-01-56.csv","2025-11-02","304.89","312.04","302.65","308.44","2025-11-02_14","INTC2025-11-17_17-01-56.csv_INTC2025-11-17_17-01-56","","INTC2025-11-17_17-01-56","5489368"
"INTC2025-11-17_17-01-56.csv","2025-11-03","304.08","307.4","298.1","298.17","2025-11-03_15","INTC2025-11-17_17-01-56.csv_INTC2025-11-17_17-01-56","","INTC2025-11-17_17-01-56","6637930"
"INTC2025-11-17_17-01-56.csv","2025-11-04","296.66","305.51","290.81","301.43","2025-11-04_16","INTC2025-11-17_17-01-56.csv_INTC2025-11-17_17-01-56","","INTC2025-11-17_17-01-56","6006132"
"INTC2025-11-17_17-01-56.csv","2025-11-05","301.74","305.56","300.15","300.27","2025-11-05_17","INTC2025-11-17_17-01-56.csv_INTC2025-11-17_17-01-56","","INTC2025-11-17_17-01-56","3879100"
"INTC2025-11-17_17-01-56.csv","2025-11-06","295.15","296.81","293.8","296.03","2025-11-06_18","INTC2025-11-17_17-01-56.csv_INTC2025-11-17_17-01-56","","INTC2025-11-17_17-01-56","3571232"
"INTC2025-11-17_17-01-56.csv","2025-11-07","300.72","306.06","299.6","300.37","2025-11-07_19","INTC2025-11-17_17-01-56.csv_INTC2025-11-17_17-01-56","","INTC2025-11-17_17-01-56","7257264"
"INTC2025-11-17_17-01-56.csv","2025-11-08","302.57","311.44","300.84","308.66","2025-11-08_20","INTC2025-11-17_17-01-56.csv_INTC2025-11-17_17-01-56","","INTC2025-11-17_17-01-56","1486944"
"INTC2025-11-17_17-01-56.csv","2025-11-09","311.98","315.07","306.81","311.82","2025-11-09_21","INTC2025-11-17_17-01-56.csv_INTC2025-11-17_17-01-56","","INTC2025-11-17_17-01-56","8496171"
"INTC2025-11-17_17-01-56.csv","2025-11-10","311.07","314.18","305.92","312.79","2025-11-10_22","INTC2025-11-17_17-01-56.csv_INTC2025-11-17_17-01-56","","INTC2025-11-17_17-01-56","4657867"
"INTC2025-11-17_17-01-56.csv","2025-11-11","316.07","321.01","313.75","318.36","2025-11-11_23","INTC2025-11-17_17-01-56.csv_INTC2025-11-17_17-01-56","","INTC2025-11-17_17-01-56","9084573"
"INTC2025-11-17_17-01-56.csv","2025-11-12","319.34","324.82","316.4","319.06","2025-11-12_24","INTC2025-11-17_17-01-56.csv_INTC2025-11-17_17-01-56","","INTC2025-11-17_17-01-56","4411353"
"INTC2025-11-17_17-01-56.csv","2025-11-13","315.82","321.62","311.71","320.79","2025-11-13_25","INTC2025-11-17_17-01-56.csv_INTC2025-11-17_17-01-56","","INTC2025-11-17_17-01-56","7197184"
"INTC2025-11-17_17-01-56.csv","2025-11-14","318.85","324.63","317.96","323.28","2025-11-14_26","INTC2025-11-17_17-01-56.csv_INTC2025-11-17_17-01-56","","INTC2025-11-17_17-01-56","7668738"
"INTC2025-11-17_17-01-56.csv","2025-11-15","317.69","320.09","316.34","319.06","2025-11-15_27","INTC2025-11-17_17-01-56.csv_INTC2025-11-17_17-01-56","","INTC2025-11-17_17-01-56","5904038"
"INTC2025-11-17_17-01-56.csv","2025-11-16","318.9","320.89","314.25","319.64","2025-11-16_28","INTC2025-11-17_17-01-56.csv_INTC2025-11-17_17-01-56","","INTC2025-11-17_17-01-56","8193817"
"INTC2025-11-17_17-01-56.csv","2025-11-17","325.98","330.53","319.23","321.63","2025-11-17_29","INTC2025-11-17_17-01-56.csv_INTC2025-11-17_17-01-56","","INTC2025-11-17_17-01-56","4831443"
"SPOT2025-11-17_17-00-56.csv","2025-10-19","445.26","452.98","438.89","448.92","2025-10-19_0","SPOT2025-11-17_17-00-56.csv_SPOT2025-11-17_17-00-56","","SPOT2025-11-17_17-00-56","7844136"
"SPOT2025-11-17_17-00-56.csv","2025-10-20","455.51","462.96","449.02","450.48","2025-10-20_1","SPOT2025-11-17_17-00-56.csv_SPOT2025-11-17_17-00-56","","SPOT2025-11-17_17-00-56","3766361"
"SPOT2025-11-17_17-00-56.csv","2025-10-21","445.27","449.8","445.02","446.49","2025-10-21_2","SPOT2025-11-17_17-00-56.csv_SPOT2025-11-17_17-00-56","","SPOT2025-11-17_17-00-56","3261636"
"SPOT2025-11-17_17-00-56.csv","2025-10-22","447.56","449.27","435.77","441.49","2025-10-22_3","SPOT2025-11-17_17-00-56.csv_SPOT2025-11-17_17-00-56","","SPOT2025-11-17_17-00-56","2354496"
"SPOT2025-11-17_17-00-56.csv","2025-10-23","446.54","457.93","442.4","455.16","2025-10-23_4","SPOT2025-11-17_17-00-56.csv_SPOT2025-11-17_17-00-56","","SPOT2025-11-17_17-00-56","4955605"
"SPOT2025-11-17_17-00-56.csv","2025-10-24","456.77","460.46","445.31","452.79","2025-10-24_5","SPOT2025-11-17_17-00-56.csv_SPOT2025-11-17_17-00-56","","SPOT2025-11-17_17-00-56","1340325"
"SPOT2025-11-17_17-00-56.csv","2025-10-25","452.9","458.91","442.13","448.19","2025-10-25_6","SPOT2025-11-17_17-00-56.csv_SPOT2025-11-17_17-00-56","","SPOT2025-11-17_17-00-56","6686900"
"SPOT2025-11-17_17-00-56.csv","2025-10-26","452.8","462.44","444.51","455.18","2025-10-26_7","SPOT2025-11-17_17-00-56.csv_SPOT2025-11-17_17-00-56","","SPOT2025-11-17_17-00-56","8699492"
"SPOT2025-11-17_17-00-56.csv","2025-10-27","448.63","454.21","443.9","446.99","2025-10-27_8","SPOT2025-11-17_17-00-56.csv_SPOT2025-11-17_17-00-56","","SPOT2025-11-17_17-00-56","7140202"
"SPOT2025-11-17_17-00-56.csv","2025-10-28","438.47","442.09","431.01","439.13","2025-10-28_9","SPOT2025-11-17_17-00-56.csv_SPOT2025-11-17_17-00-56","","SPOT2025-11-17_17-00-56","6122919"
"SPOT2025-11-17_17-00-56.csv","2025-10-29","444.85","453.1","436.99","443.7","2025-10-29_10","SPOT2025-11-17_17-00-56.csv_SPOT2025-11-17_17-00-56","","SPOT2025-11-17_17-00-56","9348911"
"SPOT2025-11-17_17-00-56.csv","2025-10-30","441.54","443.53","431.83","434.66","2025-10-30_11","SPOT2025-11-17_17-00-56.csv_SPOT2025-11-17_17-00-56","","SPOT2025-11-17_17-00-56","5858214"
"SPOT2025-11-17_17-00-56.csv","2025-10-31","430.95","445.68","424.42","439.1","2025-10-31_12","SPOT2025-11-17_17-00-56.csv_SPOT2025-11-17_17-00-56","","SPOT2025-11-17_17-00-56","4707609"
"SPOT2025-11-17_17-00-56.csv","2025-11-01","447.36","454.91","440.26","446.98","2025-11-01_13","SPOT2025-11-17_17-00-56.csv_SPOT2025-11-17_17-00-56","","SPOT2025-11-17_17-00-56","7425636"
"SPOT2025-11-17_17-00-56.csv","2025-11-02","452.26","460.68","450.86","451.55","2025-11-02_14","SPOT2025-11-17_17-00-56.csv_SPOT2025-11-17_17-00-56","","SPOT2025-11-17_17-00-56","3634242"
"SPOT2025-11-17_17-00-56.csv","2025-11-03","455.65","467.07","450.56","459.3","2025-11-03_15","SPOT2025-11-17_17-00-56.csv_SPOT2025-11-17_17-00-56","","SPOT2025-11-17_17-00-56","2802730"
"SPOT2025-11-17_17-00-56.csv","2025-11-04","464.11","473.83","463.71","467.12","2025-11-04_16","SPOT2025-11-17_17-00-56.csv_SPOT2025-11-17_17-00-56","","SPOT2025-11-17_17-00-56","7294484"
"SPOT2025-11-17_17-00-56.csv","2025-11-05","473.7","476.13","464.78","473.62","2025-11-05_17","SPOT2025-11-17_17-00-56.csv_SPOT2025-11-17_17-00-56","","SPOT2025-11-17_17-00-56","3471908"
"SPOT2025-11-17_17-00-56.csv","2025-11-06","481.93","491.39","466.72","475.74","2025-11-06_18","SPOT2025-11-17_17-00-56.csv_SPOT2025-11-17_17-00-56","","SPOT2025-11-17_17-00-56","8088876"
"SPOT2025-11-17_17-00-56.csv","2025-11-07","468.56","479.96","465.59","471.01","2025-11-07_19","SPOT2025-11-17_17-00-56.csv_SPOT2025-11-17_17-00-56","","SPOT2025-11-17_17-00-56","8832604"
"SPOT2025-11-17_17-00-56.csv","2025-11-08","478.75","483.41","470.1","475.19","2025-11-08_20","SPOT2025-11-17_17-00-56.csv_SPOT2025-11-17_17-00-56","","SPOT2025-11-17_17-00-56","1993033"
"SPOT2025-11-17_17-00-56.csv","2025-11-09","475.38","486.22","468.89","484.31","2025-11-09_21","SPOT2025-11-17_17-00-56.csv_SPOT2025-11-17_17-00-56","","SPOT2025-11-17_17-00-56","5059052"
"SPOT2025-11-17_17-00-56.csv","2025-11-10","475.7","488.29","468.19","483.15","2025-11-10_22","SPOT2025-11-17_17-00-56.csv_SPOT2025-11-17_17-00-56","","SPOT2025-11-17_17-00-56","7708478"
"SPOT2025-11-17_17-00-56.csv","2025-11-11","480.51","483.6","473.96","474.78","2025-11-11_23","SPOT2025-11-17_17-00-56.csv_SPOT2025-11-17_17-00-56","","SPOT2025-11-17_17-00-56","2957973"
"SPOT2025-11-17_17-00-56.csv","2025-11-12","470","478.06","465.65","474.13","2025-11-12_24","SPOT2025-11-17_17-00-56.csv_SPOT2025-11-17_17-00-56","","SPOT2025-11-17_17-00-56","2546400"
"SPOT2025-11-17_17-00-56.csv","2025-11-13","482.23","484.05","466.12","475.05","2025-11-13_25","SPOT2025-11-17_17-00-56.csv_SPOT2025-11-17_17-00-56","","SPOT2025-11-17_17-00-56","1739692"
"SPOT2025-11-17_17-00-56.csv","2025-11-14","470.41","470.71","465.14","465.44","2025-11-14_26","SPOT2025-11-17_17-00-56.csv_SPOT2025-11-17_17-00-56","","SPOT2025-11-17_17-00-56","4802502"
"SPOT2025-11-17_17-00-56.csv","2025-11-15","463.54","471.43","458.81","459.75","2025-11-15_27","SPOT2025-11-17_17-00-56.csv_SPOT2025-11-17_17-00-56","","SPOT2025-11-17_17-00-56","6259273"
"SPOT2025-11-17_17-00-56.csv","2025-11-16","450.98","455.87","438.6","442.43","2025-11-16_28","SPOT2025-11-17_17-00-56.csv_SPOT2025-11-17_17-00-56","","SPOT2025-11-17_17-00-56","9624342"
"SPOT2025-11-17_17-00-56.csv","2025-11-17","448.49","465.9","439.68","457.5","2025-11-17_29","SPOT2025-11-17_17-00-56.csv_SPOT2025-11-17_17-00-56","","SPOT2025-11-17_17-00-56","9165287"
"PEPcsv","2025-10-19","488.18","494.17","477.03","484.09","","","","","2729476"
"PEPcsv","2025-10-20","480.24","486.54","474.14","482.63","","","","","4094839"
"PEPcsv","2025-10-21","485.16","496.57","480.14","492.68","","","","","1877520"
"PEPcsv","2025-10-22","492.93","498.5","489.64","491.93","","","","","4342900"
"PEPcsv","2025-10-23","499.02","504.16","492.91","501.74","","","","","1149732"
"PEPcsv","2025-10-24","500.81","506.32","493.2","504.5","","","","","1904202"
"PEPcsv","2025-10-25","512.35","521.77","507.94","515.18","","","","","3018013"
"PEPcsv","2025-10-26","508.03","517.63","506.57","517.35","","","","","6592076"
"PEPcsv","2025-10-27","511.35","517.98","505.16","507.21","","","","","2958486"
"PEPcsv","2025-10-28","502.43","511.77","493.58","495.49","","","","","6718299"
"PEPcsv","2025-10-29","487.81","503.12","486.91","496.95","","","","","8070351"
"PEPcsv","2025-10-30","495.71","497.84","489.96","496.29","","","","","5212701"
"PEPcsv","2025-10-31","486.95","501.01","482.71","495.14","","","","","6631997"
"PEPcsv","2025-11-01","494.89","498.76","484.29","485.51","","","","","2645620"
"PEPcsv","2025-11-02","479.99","489.09","472.4","480.9","","","","","6051892"
"PEPcsv","2025-11-03","486.13","495.45","483.63","494.5","","","","","1743130"
"PEPcsv","2025-11-04","500.53","507.32","488.91","496.21","","","","","4446292"
"PEPcsv","2025-11-05","504.34","512.78","496.06","504.07","","","","","7935787"
"PEPcsv","2025-11-06","503.99","516.18","500.87","513.76","","","","","8471748"
"PEPcsv","2025-11-07","504.04","505.15","497.45","504.16","","","","","8795877"
"PEPcsv","2025-11-08","500.95","515.04","497.37","509.07","","","","","5795405"
"PEPcsv","2025-11-09","507.39","515.47","499.33","507.43","","","","","5397919"
"PEPcsv","2025-11-10","497.93","504.49","489.22","503.81","","","","","8598952"
"PEPcsv","2025-11-11","508.26","510.39","498.89","504.64","","","","","1203112"
"PEPcsv","2025-11-12","508.56","517.68","501.25","508.8","","","","","7542164"
"PEPcsv","2025-11-13","514.5","516.38","506.65","506.9","","","","","9701737"
"PEPcsv","2025-11-14","502.41","508.12","498.92","502.34","","","","","9749680"
"PEPcsv","2025-11-15","494.03","494.14","479.39","486.08","","","","","6543300"
"PEPcsv","2025-11-16","492.59","506.7","485.96","500.38","","","","","6204393"
"PEPcsv","2025-11-17","497.56","499.49","482.21","487.92","","","","","7081516"
"NFLX2025-11-17_16-57-55.csv","2025-10-19","225.5","226.9","223.78","225.58","2025-10-19_0","NFLX2025-11-17_16-57-55.csv_NFLX2025-11-17_16-57-55","","NFLX2025-11-17_16-57-55","8388482"
"NFLX2025-11-17_16-57-55.csv","2025-10-20","230.01","234.35","228.61","229.36","2025-10-20_1","NFLX2025-11-17_16-57-55.csv_NFLX2025-11-17_16-57-55","","NFLX2025-11-17_16-57-55","4472388"
"NFLX2025-11-17_16-57-55.csv","2025-10-21","228.03","229.46","221.01","224.9","2025-10-21_2","NFLX2025-11-17_16-57-55.csv_NFLX2025-11-17_16-57-55","","NFLX2025-11-17_16-57-55","2865181"
"NFLX2025-11-17_16-57-55.csv","2025-10-22","228.67","232.61","223.86","227.34","2025-10-22_3","NFLX2025-11-17_16-57-55.csv_NFLX2025-11-17_16-57-55","","NFLX2025-11-17_16-57-55","4536618"
"NFLX2025-11-17_16-57-55.csv","2025-10-23","223.93","226.59","220.35","223.98","2025-10-23_4","NFLX2025-11-17_16-57-55.csv_NFLX2025-11-17_16-57-55","","NFLX2025-11-17_16-57-55","7771627"
"NFLX2025-11-17_16-57-55.csv","2025-10-24","227.42","231.81","221.5","222.98","2025-10-24_5","NFLX2025-11-17_16-57-55.csv_NFLX2025-11-17_16-57-55","","NFLX2025-11-17_16-57-55","1498778"
"NFLX2025-11-17_16-57-55.csv","2025-10-25","219.61","223.54","214.37","216.9","2025-10-25_6","NFLX2025-11-17_16-57-55.csv_NFLX2025-11-17_16-57-55","","NFLX2025-11-17_16-57-55","9891279"
"NFLX2025-11-17_16-57-55.csv","2025-10-26","218.84","220.65","216.83","220.37","2025-10-26_7","NFLX2025-11-17_16-57-55.csv_NFLX2025-11-17_16-57-55","","NFLX2025-11-17_16-57-55","5548559"
"NFLX2025-11-17_16-57-55.csv","2025-10-27","219.32","220.67","216.81","219.57","2025-10-27_8","NFLX2025-11-17_16-57-55.csv_NFLX2025-11-17_16-57-55","","NFLX2025-11-17_16-57-55","6262397"
"NFLX2025-11-17_16-57-55.csv","2025-10-28","222.09","227.18","220.12","223.4","2025-10-28_9","NFLX2025-11-17_16-57-55.csv_NFLX2025-11-17_16-57-55","","NFLX2025-11-17_16-57-55","2115479"
"NFLX2025-11-17_16-57-55.csv","2025-10-29","226.48","230.63","222.11","222.55","2025-10-29_10","NFLX2025-11-17_16-57-55.csv_NFLX2025-11-17_16-57-55","","NFLX2025-11-17_16-57-55","2927588"
"NFLX2025-11-17_16-57-55.csv","2025-10-30","218.66","222.65","212.78","215.91","2025-10-30_11","NFLX2025-11-17_16-57-55.csv_NFLX2025-11-17_16-57-55","","NFLX2025-11-17_16-57-55","4737962"
"NFLX2025-11-17_16-57-55.csv","2025-10-31","219.4","220.25","218.17","218.45","2025-10-31_12","NFLX2025-11-17_16-57-55.csv_NFLX2025-11-17_16-57-55","","NFLX2025-11-17_16-57-55","8465041"
"NFLX2025-11-17_16-57-55.csv","2025-11-01","217","218.79","212.96","217.1","2025-11-01_13","NFLX2025-11-17_16-57-55.csv_NFLX2025-11-17_16-57-55","","NFLX2025-11-17_16-57-55","8054932"
"NFLX2025-11-17_16-57-55.csv","2025-11-02","218.44","219.92","216.99","219.2","2025-11-02_14","NFLX2025-11-17_16-57-55.csv_NFLX2025-11-17_16-57-55","","NFLX2025-11-17_16-57-55","2458372"
"NFLX2025-11-17_16-57-55.csv","2025-11-03","223.45","226.35","215.22","219.47","2025-11-03_15","NFLX2025-11-17_16-57-55.csv_NFLX2025-11-17_16-57-55","","NFLX2025-11-17_16-57-55","9762587"
"NFLX2025-11-17_16-57-55.csv","2025-11-04","223.72","226.74","220.11","226.73","2025-11-04_16","NFLX2025-11-17_16-57-55.csv_NFLX2025-11-17_16-57-55","","NFLX2025-11-17_16-57-55","7086880"
"NFLX2025-11-17_16-57-55.csv","2025-11-05","229.65","234.16","225.43","226.49","2025-11-05_17","NFLX2025-11-17_16-57-55.csv_NFLX2025-11-17_16-57-55","","NFLX2025-11-17_16-57-55","2276922"
"NFLX2025-11-17_16-57-55.csv","2025-11-06","223.48","225.26","222.58","224.63","2025-11-06_18","NFLX2025-11-17_16-57-55.csv_NFLX2025-11-17_16-57-55","","NFLX2025-11-17_16-57-55","3587489"
"NFLX2025-11-17_16-57-55.csv","2025-11-07","225.16","226.41","219.14","221.32","2025-11-07_19","NFLX2025-11-17_16-57-55.csv_NFLX2025-11-17_16-57-55","","NFLX2025-11-17_16-57-55","3508278"
"NFLX2025-11-17_16-57-55.csv","2025-11-08","224.46","231.6","223.14","227.53","2025-11-08_20","NFLX2025-11-17_16-57-55.csv_NFLX2025-11-17_16-57-55","","NFLX2025-11-17_16-57-55","4938792"
"NFLX2025-11-17_16-57-55.csv","2025-11-09","232.08","235.24","228.35","234.53","2025-11-09_21","NFLX2025-11-17_16-57-55.csv_NFLX2025-11-17_16-57-55","","NFLX2025-11-17_16-57-55","1080519"
"NFLX2025-11-17_16-57-55.csv","2025-11-10","236.01","237.43","232.03","235.22","2025-11-10_22","NFLX2025-11-17_16-57-55.csv_NFLX2025-11-17_16-57-55","","NFLX2025-11-17_16-57-55","1347855"
